dataset,question_id,question_type,question,gt_answer,image_path,option_A,option_B,option_C,option_D,modality_type,modality,abs_image_path,is_clear
RadImageNet,RadImageNet_25228,Modality Recognition,What modality was employed to generate this image?,MRI,Images/RadImageNet/soft_tissue_fluid_collection/knee030771.png,Angiography,PET scan,MRI,Endoscopy,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid_collection/knee030771.png,True
RadImageNet,RadImageNet_32265,Disease Diagnosis,What diagnosis does this picture suggest?,Bowel inflammation,Images/RadImageNet/bowel_inflammation/mrabd002391.png,Lung cancer,Bowel inflammation,Stomach ulcer,Gallbladder infection,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/bowel_inflammation/mrabd002391.png,True
RadImageNet,RadImageNet_31355,Disease Diagnosis,What can be observed in this image?,Bone inflammation.,Images/RadImageNet/bone_inflammation/foot015247.png,Spinal misalignment.,Osteoporosis.,Ligament tear.,Bone inflammation.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/bone_inflammation/foot015247.png,True
RadImageNet,RadImageNet_42956,Disease Diagnosis,What can be observed in this image?,MCL pathology,Images/RadImageNet/mcl_pathology/knee114894.png,Morton's neuroma,Plantar fasciitis,Biceps tendon rupture,MCL pathology,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/mcl_pathology/knee114894.png,True
RadImageNet,RadImageNet_53769,Disease Diagnosis,What do you see present in this image?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/shoulder061336.png,Soft tissue fluid,Nerve inflammation,Bone fracture,Skin rash,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/shoulder061336.png,True
RadImageNet,RadImageNet_42479,Disease Diagnosis,What can be observed in this image?,Marrow abnormality.,Images/RadImageNet/marrow_abn/mrabd011456.png,Skin infection,Marrow abnormality.,Nerve damage,Muscle inflammation,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/marrow_abn/mrabd011456.png,True
RadImageNet,RadImageNet_33791,Disease Diagnosis,What can be observed in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/knee042154.png,Chondral abnormality,Synovial cyst formation,Bone density loss,Fracture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee042154.png,True
RadImageNet,RadImageNet_43738,Disease Diagnosis,What is the observation one can make from this image?,Meniscal abnormality,Images/RadImageNet/meniscal_abnormality/knee025242.png,Nerve impingement,Meniscal abnormality,Joint inflammation,Cartilage erosion,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/meniscal_abnormality/knee025242.png,True
RadImageNet,RadImageNet_30644,Disease Diagnosis,What can be observed in this image?,Biceps pathology.,Images/RadImageNet/biceps_pathology/shoulder035003.png,Tendonitis of the biceps.,Osteoarthritis of the knee.,Shin splints.,Biceps pathology.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/biceps_pathology/shoulder035003.png,True
RadImageNet,RadImageNet_32414,Disease Diagnosis,What can be observed in this image?,CFL pathology,Images/RadImageNet/cfl_pathology/foot103554.png,Acute appendicitis,CFL pathology,Urinary tract infection,Osteoporosis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/cfl_pathology/foot103554.png,True
RadImageNet,RadImageNet_42032,Disease Diagnosis,What can be observed in this image?,Labral pathology,Images/RadImageNet/labral_pathology/hip030416.png,Bursitis,Tendonitis,Torn ligament,Labral pathology,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/labral_pathology/hip030416.png,True
RadImageNet,RadImageNet_52772,Disease Diagnosis,What can be observed in this image?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/ankle006296.png,Nerve inflammation,Joint dislocation,Soft tissue fluid,Skin rash,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/ankle006296.png,True
RadImageNet,RadImageNet_25037,Modality Recognition,What specific modality of medical imaging was used to obtain this image?,MRI,Images/RadImageNet/soft_tissue_fluid/hip011877.png,MRI,CT scan,Endoscopy,Ultrasound,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/hip011877.png,True
RadImageNet,RadImageNet_36198,Disease Diagnosis,What can be observed in this image?,Cystic lesions,Images/RadImageNet/cystic_lesions/spine009651.png,Tumor growths,Enlarged lymph nodes,Cystic lesions,Fibrous scar tissue,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/cystic_lesions/spine009651.png,True
RadImageNet,RadImageNet_30479,Disease Diagnosis,What can be observed in this image?,Atfl pathology.,Images/RadImageNet/atfl_pathology/foot102650.png,Cartilage degeneration,Fracture,Nerve compression,Atfl pathology.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/atfl_pathology/foot102650.png,True
RadImageNet,RadImageNet_50421,Disease Diagnosis,Which condition is indicated by the image?,Peroneal pathology,Images/RadImageNet/peroneal_pathology/ankle064577.png,Tendonitis,Plantar fasciitis,Meniscal tear,Peroneal pathology,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/peroneal_pathology/ankle064577.png,True
RadImageNet,RadImageNet_36221,Disease Diagnosis,What is the visible finding in this image?,Cystic lesions,Images/RadImageNet/cystic_lesions/spine006252.png,Hemorrhagic lesions,Muscular atrophy,Tumor growths,Cystic lesions,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/cystic_lesions/spine006252.png,True
RadImageNet,RadImageNet_27564,Modality Recognition,Which type of imaging was employed for this image?,MRI,Images/RadImageNet/meniscal_abnormality/knee012079.png,MRI,X-ray,Angiography,Endoscopy,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/meniscal_abnormality/knee012079.png,True
RadImageNet,RadImageNet_55098,Disease Diagnosis,What can be observed in this image?,Soft tissue mass,Images/RadImageNet/soft_tissue_mass/foot079455.png,Inflammation in the stomach,Bone fracture,Irregular heartbeat,Soft tissue mass,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_mass/foot079455.png,True
RadImageNet,RadImageNet_52271,Disease Diagnosis,What can be observed in this image?,Soft tissue edema,Images/RadImageNet/soft_tissue_edema/shoulder045527.png,Tumor growth,Arterial blockage,Soft tissue edema,Nerve compression,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_edema/shoulder045527.png,True
RadImageNet,RadImageNet_47460,Disease Diagnosis,Is there any deviation from normality detected in this image?,"No, It's normal.",Images/RadImageNet/normal/shoulder-normal001502.png,"I'm not sure, but there might be a slight abnormality.","I can't say for sure, but it looks abnormal.","No, It's normal.","There is a possibility of abnormality, but further tests are needed for confirmation.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/shoulder-normal001502.png,True
RadImageNet,RadImageNet_46903,Disease Diagnosis,Is there any indication of a deviation from the expected in this image?,"No, It's normal.",Images/RadImageNet/normal/mri-abd-normal057065.png,"I'm not sure, but there might be a slight abnormality.","Yes, it shows a significant abnormality.",It's difficult to determine if there is an abnormality based on this image.,"No, It's normal.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal057065.png,True
RadImageNet,RadImageNet_40764,Disease Diagnosis,What can be observed in this image?,Labral pathology,Images/RadImageNet/labral_pathology/hip021462.png,Labral pathology,Muscle strain,Nerve compression,Meniscal tear,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/labral_pathology/hip021462.png,True
RadImageNet,RadImageNet_42441,Disease Diagnosis,What can be observed in this image?,Liver lesion,Images/RadImageNet/liver_lesion/mrabd010621.png,Kidney stone,Liver lesion,Broken bone,Skin rash,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/liver_lesion/mrabd010621.png,True
RadImageNet,RadImageNet_37501,Disease Diagnosis,What is the visible condition shown in this image?,Disc pathology,Images/RadImageNet/disc_pathology/spine022649.png,Disc pathology,Joint dislocation,Tissue inflammation,Muscular dystrophy,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/disc_pathology/spine022649.png,True
RadImageNet,RadImageNet_46136,Disease Diagnosis,Could any abnormality be observed in this image?,"No, It's normal.",Images/RadImageNet/normal/ankle-normal001684.png,"No, It's normal.",It's difficult to determine if there is an abnormality based on this image.,"I can't say for sure, but it looks abnormal.","There is a possibility of abnormality, but further tests are needed for confirmation.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/ankle-normal001684.png,True
RadImageNet,RadImageNet_30795,Disease Diagnosis,What is the observation that can be made from this image?,Bil dil.,Images/RadImageNet/bil_dil/mrabd001838.png,Tri flil.,Mon ulol.,Bil dil.,Hex kolol.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/bil_dil/mrabd001838.png,True
RadImageNet,RadImageNet_56102,Disease Diagnosis,What can be observed in this image?,Uterine pathology,Images/RadImageNet/uterine_pathology/mrabd028783.png,Uterine pathology,Skin rash,Thyroid disorder,Gastric ulcer,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/uterine_pathology/mrabd028783.png,True
RadImageNet,RadImageNet_34934,Disease Diagnosis,What can be observed in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/ankle023873.png,Joint inflammation,Chondral abnormality,Meniscal tear,Nerve compression,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/ankle023873.png,True
RadImageNet,RadImageNet_45481,Disease Diagnosis,Is there any irregularity or anomaly observable in this image?,"No, It's normal.",Images/RadImageNet/normal/brain-normal019174.png,"Yes, it shows a significant abnormality.",It's difficult to determine if there is an abnormality based on this image.,"No, It's normal.","I can't say for sure, but it looks abnormal.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/brain-normal019174.png,True
RadImageNet,RadImageNet_52850,Disease Diagnosis,What is the observation that can be made from looking at this image?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/shoulder054366.png,Tendon tear,Cyst formation,Joint dislocation,Soft tissue fluid,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/shoulder054366.png,True
RadImageNet,RadImageNet_55630,Disease Diagnosis,What is the observed pathology in this image?,Supraspinatus pathology,Images/RadImageNet/supraspinatus_pathology/shoulder042082.png,Medial collateral ligament sprain,Osteoarthritis of the hip joint,Supraspinatus pathology,Biceps tendonitis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/supraspinatus_pathology/shoulder042082.png,True
RadImageNet,RadImageNet_44215,Disease Diagnosis,What can be observed in this image?,Meniscal abnormality,Images/RadImageNet/meniscal_abnormality/knee019501.png,Nerve impingement,Meniscal abnormality,Joint inflammation,Arthritis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/meniscal_abnormality/knee019501.png,True
RadImageNet,RadImageNet_44937,Disease Diagnosis,Is anything irregular detected in this image?,"No, It's normal.",Images/RadImageNet/normal/mri-abd-normal056268.png,"No, It's normal.",It's difficult to determine if there is an abnormality based on this image.,"I can't say for sure, but it looks abnormal.","I'm not sure, but there might be a slight abnormality.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal056268.png,True
RadImageNet,RadImageNet_50943,Disease Diagnosis,What can be observed in this image?,Plantar fascia pathology,Images/RadImageNet/plantar_fascia_pathology/ankle058521.png,Plantar fascia pathology,Rotator cuff tear,Shin splints,Meniscal tear,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/plantar_fascia_pathology/ankle058521.png,True
RadImageNet,RadImageNet_46072,Disease Diagnosis,Does the image show any irregularity?,"No, It's normal.",Images/RadImageNet/normal/hip-normal001984.png,It's difficult to determine if there is an abnormality based on this image.,"No, It's normal.","There is a possibility of abnormality, but further tests are needed for confirmation.","I can't say for sure, but it looks abnormal.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/hip-normal001984.png,True
RadImageNet,RadImageNet_26657,Modality Recognition,Which type of medical imaging was utilized to acquire this image?,MRI,Images/RadImageNet/soft_tissue_edema/foot061898.png,Endoscopy,PET scan,Echocardiogram,MRI,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_edema/foot061898.png,True
RadImageNet,RadImageNet_48406,Disease Diagnosis,Is there any pathology detected in this image?,"No, It's normal.",Images/RadImageNet/normal/mri-abd-normal013116.png,"I'm not sure, but there might be a slight abnormality.","No, It's normal.","There is a possibility of abnormality, but further tests are needed for confirmation.","I can't say for sure, but it looks abnormal.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal013116.png,True
RadImageNet,RadImageNet_55246,Disease Diagnosis,What is being seen in this image?,Soft tissue mass,Images/RadImageNet/soft_tissue_mass/foot078893.png,Soft tissue mass,Bone fracture,Inflammation in the stomach,Fluid-filled cyst,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_mass/foot078893.png,True
RadImageNet,RadImageNet_38868,Disease Diagnosis,What attribute can be observed in this image?,Flexor pathology,Images/RadImageNet/flexor_pathology_/foot099321.png,Bursitis,Joint inflammation,Flexor pathology,Ligament tear,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/flexor_pathology_/foot099321.png,True
RadImageNet,RadImageNet_48114,Disease Diagnosis,Is there any evidence of a medical abnormality in this image?,"No, It's normal.",Images/RadImageNet/normal/shoulder-normal003409.png,"No, It's normal.","I'm not sure, but there might be a slight abnormality.","There is a possibility of abnormality, but further tests are needed for confirmation.","I can't say for sure, but it looks abnormal.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/shoulder-normal003409.png,True
RadImageNet,RadImageNet_53414,Disease Diagnosis,What is the visual evidence present in this image?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/foot073667.png,Cyst formation,Soft tissue fluid,Blood clot,Skin rash,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/foot073667.png,True
RadImageNet,RadImageNet_38175,Disease Diagnosis,What is detectable in this picture?,Dural epidural abn,Images/RadImageNet/dural_epidural_abn/spine002917.png,Brain intrathecal disorders,Spinal subdural lesions,Dural epidural abn,Meningeal intraventricular defects,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/dural_epidural_abn/spine002917.png,True
RadImageNet,RadImageNet_40117,Disease Diagnosis,What can be observed in this image?,Hematoma,Images/RadImageNet/hematoma/hip009691.png,Hematoma,Cellulitis,Ruptured tendon,Infection,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/hematoma/hip009691.png,True
RadImageNet,RadImageNet_46750,Disease Diagnosis,Is there any observable anomaly in this image?,"No, It's normal.",Images/RadImageNet/normal/brain-normal022441.png,"I can't say for sure, but it looks abnormal.","There is a possibility of abnormality, but further tests are needed for confirmation.","No, It's normal.","I'm not sure, but there might be a slight abnormality.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/brain-normal022441.png,True
RadImageNet,RadImageNet_55883,Disease Diagnosis,What pathology can be visualized in this image?,Supraspinatus pathology,Images/RadImageNet/supraspinatus_pathology/shoulder043312.png,Rotator cuff strain,Supraspinatus pathology,Carpal tunnel syndrome,Biceps tendonitis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/supraspinatus_pathology/shoulder043312.png,True
RadImageNet,RadImageNet_25093,Modality Recognition,Which type of imaging was used to produce this image?,MRI,Images/RadImageNet/soft_tissue_fluid/ankle042348.png,Bone scan,Mammography,Ultrasound,MRI,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/ankle042348.png,True
RadImageNet,RadImageNet_47720,Disease Diagnosis,Is there any anomaly or irregularity detected in this image?,"No, It's normal.",Images/RadImageNet/normal/mri-abd-normal053456.png,"There is a possibility of abnormality, but further tests are needed for confirmation.","Yes, it shows a significant abnormality.","I can't say for sure, but it looks abnormal.","No, It's normal.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal053456.png,True
RadImageNet,RadImageNet_38968,Disease Diagnosis,What attribute can be observed in this image?,Focal flair hyperintensity,Images/RadImageNet/focal_flair_hyper/brain003631.png,Focal flair hyperintensity,Bone fracture,Vascular malformation,Ligament tear,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/focal_flair_hyper/brain003631.png,True
RadImageNet,RadImageNet_36475,Disease Diagnosis,What is the visible condition shown in this image?,Deltoid pathology,Images/RadImageNet/deltoid_pathology/foot086942.png,Migraine headache,Tennis elbow,Biceps tendinitis,Deltoid pathology,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/deltoid_pathology/foot086942.png,True
RadImageNet,RadImageNet_52804,Disease Diagnosis,What can be observed in this image?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/shoulder062453.png,Soft tissue fluid,Skin rash,Tendon tear,Enlarged lymph node,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/shoulder062453.png,True
RadImageNet,RadImageNet_48634,Disease Diagnosis,What can be observed in this image?,Osseous abnormality,Images/RadImageNet/osseous_abn/spine072548.png,Vascular abnormality,Muscular abnormality,Cardiac abnormality,Osseous abnormality,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/osseous_abn/spine072548.png,True
RadImageNet,RadImageNet_49227,Disease Diagnosis,What can be observed in this image?,Osseous disruption,Images/RadImageNet/osseous_disruption/foot004250.png,Endocrine dysfunction,Renal calculi,Osseous disruption,Gastrointestinal hemorrhage,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/osseous_disruption/foot004250.png,True
RadImageNet,RadImageNet_27584,Modality Recognition,What imaging modality was used to capture this image?,MRI,Images/RadImageNet/chondral_abnormality/foot043350.png,Ultrasound,MRI,Bone scan,PET scan,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/foot043350.png,True
RadImageNet,RadImageNet_40364,Disease Diagnosis,What can be observed in this image?,Intra type of radimageNet dataset.,Images/RadImageNet/intra/brain006555.png,Extra type of radimageNet dataset.,Inter type of radimageNet dataset.,Intra type of radimageNet dataset.,Intra type of radimageNet dataset with additional features.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/intra/brain006555.png,True
RadImageNet,RadImageNet_30540,Disease Diagnosis,What can be observed in this image?,Atfl pathology.,Images/RadImageNet/atfl_pathology/ankle087117.png,Muscle strain,Nerve compression,Bursitis,Atfl pathology.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/atfl_pathology/ankle087117.png,True
RadImageNet,RadImageNet_45073,Disease Diagnosis,Is anything unusual or out of the ordinary visible in this image?,"No, It's normal.",Images/RadImageNet/normal/mri-abd-normal058645.png,"No, It's normal.","There is a possibility of abnormality, but further tests are needed for confirmation.",It's difficult to determine if there is an abnormality based on this image.,"I can't say for sure, but it looks abnormal.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal058645.png,True
RadImageNet,RadImageNet_42700,Disease Diagnosis,What can be observed in this image?,Marrow inflammation,Images/RadImageNet/marrow_inflammation/shoulder052041.png,Marrow inflammation,Muscle atrophy,Nerve compression,Heart palpitations,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/marrow_inflammation/shoulder052041.png,True
RadImageNet,RadImageNet_28050,Modality Recognition,Which type of medical imaging was performed to obtain this image?,MRI,Images/RadImageNet/atfl_pathology/foot109559.png,Angiography,Echocardiogram,Bone scan,MRI,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/atfl_pathology/foot109559.png,True
RadImageNet,RadImageNet_41801,Disease Diagnosis,What is the result or finding in this image?,Labral pathology,Images/RadImageNet/labral_pathology/shoulder027775.png,Meniscal tear,Torn ligament,Labral pathology,Muscle strain,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/labral_pathology/shoulder027775.png,True
RadImageNet,RadImageNet_39788,Disease Diagnosis,What can be observed in this image?,GHJ OA,Images/RadImageNet/ghj_oa/shoulder017018.png,ABC DEF,GHJ OA,IJK LMN,XYZ WXY,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/ghj_oa/shoulder017018.png,True
RadImageNet,RadImageNet_40185,Disease Diagnosis,What can be observed in this image?,Intra type of radimageNet dataset.,Images/RadImageNet/intra/brain006680.png,Extra type of radimageNet dataset.,Intra type of radimageNet dataset with additional features.,Intra type of radimageNet dataset.,RadimageNet dataset of an unknown type.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/intra/brain006680.png,True
RadImageNet,RadImageNet_42148,Disease Diagnosis,What can be observed in this image?,Liver disease,Images/RadImageNet/liver_disease_/mrabd007614.png,Brain tumor,Liver disease,Heart disease,Bone fracture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/liver_disease_/mrabd007614.png,True
RadImageNet,RadImageNet_33819,Disease Diagnosis,What can be observed in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/knee044408.png,Muscular imbalance,Fracture,Chondral abnormality,Tendonitis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee044408.png,True
RadImageNet,RadImageNet_39265,Disease Diagnosis,What can be observed in this image?,Foraminal pathology,Images/RadImageNet/foraminal_pathlogy/spine070318.png,Rheumatoid arthritis,Pneumonia,Foraminal pathology,Cerebrovascular accident (stroke),MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/foraminal_pathlogy/spine070318.png,True
RadImageNet,RadImageNet_56658,Disease Diagnosis,What can be observed in this image?,White matter changes,Images/RadImageNet/white_matter_changes/brain011946.png,Skin discoloration,Organ enlargement,White matter changes,Blood vessel abnormalities,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/white_matter_changes/brain011946.png,True
RadImageNet,RadImageNet_50184,Disease Diagnosis,What can be observed in this image?,PCL pathology,Images/RadImageNet/pcl_pathology/knee158125.png,Osteoarthritis,Medial collateral ligament (MCL) injury,Meniscal tear,PCL pathology,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/pcl_pathology/knee158125.png,True
RadImageNet,RadImageNet_48791,Disease Diagnosis,What can be observed in this image?,Osseous disruption,Images/RadImageNet/osseous_disruption/hip012335.png,Cardiac arrhythmia,Osseous disruption,Vascular congestion,Renal calculi,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/osseous_disruption/hip012335.png,True
RadImageNet,RadImageNet_56517,Disease Diagnosis,What can be observed in this image?,White matter changes,Images/RadImageNet/white_matter_changes/brain017282.png,Cerebrospinal fluid accumulation,Nerve degeneration,Blood vessel abnormalities,White matter changes,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/white_matter_changes/brain017282.png,True
RadImageNet,RadImageNet_34625,Disease Diagnosis,What diagnosis does this picture indicate?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/knee064864.png,Ligament tear,Joint inflammation,Chondral abnormality,Bone density loss,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee064864.png,True
RadImageNet,RadImageNet_36135,Disease Diagnosis,What is the observation in this image?,Cord pathology,Images/RadImageNet/cord_pathology_/spine002805.png,Cord pathology,Stomach ulcer,Kidney stone,Liver cirrhosis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/cord_pathology_/spine002805.png,True
RadImageNet,RadImageNet_33337,Disease Diagnosis,What can be observed in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/foot047882.png,Chondral abnormality,Nerve compression,Bone density loss,Fracture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/foot047882.png,True
RadImageNet,RadImageNet_52609,Disease Diagnosis,What is the observed content in the image?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/shoulder065360.png,Muscular dystrophy,Soft tissue fluid,Organ enlargement,Enlarged lymph node,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/shoulder065360.png,True
RadImageNet,RadImageNet_36544,Disease Diagnosis,What can be observed in this image?,Deltoid pathology,Images/RadImageNet/deltoid_pathology/foot094241.png,Biceps tendinitis,Patellar tendonitis,Carpal tunnel syndrome,Deltoid pathology,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/deltoid_pathology/foot094241.png,True
RadImageNet,RadImageNet_31109,Disease Diagnosis,What can be observed in this image?,Bone inflammation.,Images/RadImageNet/bone_inflammation/foot010911.png,Joint swelling.,Arthritis.,Tendonitis.,Bone inflammation.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/bone_inflammation/foot010911.png,True
RadImageNet,RadImageNet_35704,Disease Diagnosis,What can be observed in this image?,Chondral pathology,Images/RadImageNet/chondral_pathology/hip003478.png,Lung infection,Chondral pathology,Gallbladder inflammation,Pulmonary embolism,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_pathology/hip003478.png,True
RadImageNet,RadImageNet_45274,Disease Diagnosis,Is there any anomaly or deviation in the image?,"No, It's normal.",Images/RadImageNet/normal/brain-normal019387.png,"I can't say for sure, but it looks abnormal.","No, It's normal.","There is a possibility of abnormality, but further tests are needed for confirmation.","I'm not sure, but there might be a slight abnormality.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/brain-normal019387.png,True
RadImageNet,RadImageNet_40064,Disease Diagnosis,What is apparent in this image?,Hematoma,Images/RadImageNet/hematoma/knee083962.png,Cellulitis,Infection,Hematoma,Fracture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/hematoma/knee083962.png,True
RadImageNet,RadImageNet_43243,Disease Diagnosis,What can be observed in this image?,MCL pathology,Images/RadImageNet/mcl_pathology/knee109413.png,Patella dislocation,MCL pathology,Lumbar disc herniation,Plantar fasciitis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/mcl_pathology/knee109413.png,True
RadImageNet,RadImageNet_46462,Disease Diagnosis,Is there anything abnormal detected in this image?,"No, It's normal.",Images/RadImageNet/normal/mri-abd-normal028572.png,"No, It's normal.","I can't say for sure, but it looks abnormal.",It's difficult to determine if there is an abnormality based on this image.,"I'm not sure, but there might be a slight abnormality.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal028572.png,True
RadImageNet,RadImageNet_38497,Disease Diagnosis,What is the possible finding in this image?,Fat-containing tumor,Images/RadImageNet/fat_containing_tumor/ankle052941.png,Hematoma,Inflammatory mass,Fat-containing tumor,Edematous growth,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/fat_containing_tumor/ankle052941.png,True
RadImageNet,RadImageNet_31006,Disease Diagnosis,What is present in this image for observation?,Bone inflammation.,Images/RadImageNet/bone_inflammation/foot020804.png,Bone inflammation.,Bursitis.,Arthritis.,Joint swelling.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/bone_inflammation/foot020804.png,True
